,Region,Major region,Year,variable,value
575,Wandsworth,London,2019,Total admissions,1710
576,Kensington And Chelsea,London,2019,Total admissions,1055
577,Kingston Upon Thames,London,2019,Total admissions,1090
578,Westminster,London,2019,Total admissions,1870
579,Bracknell Forest,South East,2019,Total admissions,765
580,Brighton And Hove,South East,2019,Total admissions,2435
581,Buckinghamshire,South East,2019,Total admissions,4590
582,East Sussex,South East,2019,Total admissions,7155
583,Hampshire,South East,2019,Total admissions,13255
584,Isle Of Wight,South East,2019,Total admissions,1725
585,Kent,South East,2019,Total admissions,15460
586,Medway,South East,2019,Total admissions,4320
587,Milton Keynes,South East,2019,Total admissions,3645
588,Oxfordshire,South East,2019,Total admissions,4290
589,Portsmouth,South East,2019,Total admissions,2390
590,Reading,South East,2019,Total admissions,565
591,Windsor And Maidenhead,South East,2019,Total admissions,1955
592,Slough,South East,2019,Total admissions,2960
593,Southampton,South East,2019,Total admissions,5200
594,Surrey,South East,2019,Total admissions,7490
595,West Berkshire,South East,2019,Total admissions,675
596,Wokingham,West Sussex,2019,Total admissions,490
597,Bath And North East Somerset,South West,2019,Total admissions,1940
598,Poole,South West,2019,Total admissions,2170
599,Bournemouth,South West,2019,Total admissions,3975
600,Bristol,South West,2019,Total admissions,8460
601,Cornwall,South West,2019,Total admissions,13210
602,Devon,South West,2019,Total admissions,6505
603,Dorset,South West,2019,Total admissions,5480
604,Gloucestershire,South West,2019,Total admissions,5140
605,Isles Of Scilly,South West,2019,Total admissions,25
606,North Somerset,South West,2019,Total admissions,3160
607,Plymouth,South West,2019,Total admissions,2905
608,Somerset,South West,2019,Total admissions,7075
609,South Gloucestershire,South West,2019,Total admissions,5140
610,Swindon,South West,2019,Total admissions,2805
611,Torbay,South West,2019,Total admissions,2485
612,Wiltshire,South West,2019,Total admissions,6230
613,Darlington,North East,2018,Total admissions,696
614,County Durham,North East,2018,Total admissions,3685
615,Gateshead,North East,2018,Total admissions,1646
616,Hartlepool,North East,2018,Total admissions,798
617,Middlesbrough,North East,2018,Total admissions,825
618,Newcastle Upon Tyne,North East,2018,Total admissions,1982
619,North Tyneside,North East,2018,Total admissions,2916
620,Northumberland,North East,2018,Total admissions,4454
621,Redcar And Cleveland,North East,2018,Total admissions,812
622,South Tyneside,North East,2018,Total admissions,806
623,Stockton-On-Tees,North East,2018,Total admissions,1415
624,Sunderland,North East,2018,Total admissions,2341
625,Blackburn With Darwen,North West,2018,Total admissions,2924
626,Blackpool,North West,2018,Total admissions,1606
627,Bolton,North West,2018,Total admissions,2178
628,Bury,North West,2018,Total admissions,1531
629,Cheshire East,North West,2018,Total admissions,3654
630,Cheshire West And Chester,North West,2018,Total admissions,4023
631,Cumbria,North West,2018,Total admissions,3729
632,Halton,North West,2018,Total admissions,1491
633,Knowsley,North West,2018,Total admissions,2052
634,Lancashire,North West,2018,Total admissions,14977
635,Liverpool,North West,2018,Total admissions,4693
636,Manchester,North West,2018,Total admissions,4944
637,Oldham,North West,2018,Total admissions,2193
638,Rochdale,North West,2018,Total admissions,1913
639,Salford,North West,2018,Total admissions,5142
640,Sefton,North West,2018,Total admissions,2929
641,St. Helens,North West,2018,Total admissions,2267
642,Stockport,North West,2018,Total admissions,5296
643,Tameside,North West,2018,Total admissions,2154
644,Trafford,North West,2018,Total admissions,1701
645,Warrington,North West,2018,Total admissions,1506
646,Wigan,North West,2018,Total admissions,7493
647,Wirral,North West,2018,Total admissions,9857
648,Yorkshire And The Humber,North West,2018,Total admissions,67858
649,Barnsley,North West,2018,Total admissions,1153
650,Calderdale,North West,2018,Total admissions,2697
651,Bradford,North West,2018,Total admissions,9744
652,Doncaster,North West,2018,Total admissions,5007
653,East Riding Of Yorkshire,North West,2018,Total admissions,2899
654,Kingston Upon Hull,North West,2018,Total admissions,1406
655,Kirklees,North West,2018,Total admissions,6242
656,Leeds,North West,2018,Total admissions,8862
657,North East Lincolnshire,North West,2018,Total admissions,1947
658,North Lincolnshire,North West,2018,Total admissions,1288
659,Rotherham,North Yorkshire,2018,Total admissions,2915
660,Sheffield,North Yorkshire,2018,Total admissions,4140
661,Wakefield,North Yorkshire,2018,Total admissions,7380
662,York,North Yorkshire,2018,Total admissions,3770
663,Derby,East Midlands,2018,Total admissions,3663
664,Derbyshire,East Midlands,2018,Total admissions,12393
665,Leicester,East Midlands,2018,Total admissions,2952
666,Leicestershire,East Midlands,2018,Total admissions,7101
667,Lincolnshire,East Midlands,2018,Total admissions,8540
668,Northamptonshire,East Midlands,2018,Total admissions,9482
669,Nottingham,East Midlands,2018,Total admissions,4319
670,Nottinghamshire,East Midlands,2018,Total admissions,15501
671,Rutland,East Midlands,2018,Total admissions,249
672,Birmingham,West Midlands,2018,Total admissions,14039
673,Coventry,West Midlands,2018,Total admissions,5878
674,Dudley,West Midlands,2018,Total admissions,5425
675,Herefordshire,West Midlands,2018,Total admissions,1920
676,Sandwell,West Midlands,2018,Total admissions,3351
677,Shropshire,West Midlands,2018,Total admissions,4499
678,Solihull,West Midlands,2018,Total admissions,2510
679,Staffordshire,West Midlands,2018,Total admissions,13753
680,Stoke-On-Trent,West Midlands,2018,Total admissions,4123
681,Telford And Wrekin,West Midlands,2018,Total admissions,2724
682,Walsall,West Midlands,2018,Total admissions,6336
683,Warwickshire,West Midlands,2018,Total admissions,8888
684,Wolverhampton,West Midlands,2018,Total admissions,5662
685,Worcestershire,West Midlands,2018,Total admissions,13281
686,East Of England,West Midlands,2018,Total admissions,57815
687,Bedford,West Midlands,2018,Total admissions,1022
688,Cambridgeshire,West Midlands,2018,Total admissions,7022
689,Central Bedfordshire,West Midlands,2018,Total admissions,1896
690,Essex,West Midlands,2018,Total admissions,9611
691,Hertfordshire,West Midlands,2018,Total admissions,14692
692,Luton,West Midlands,2018,Total admissions,1682
693,Norfolk,West Midlands,2018,Total admissions,8911
694,Peterborough,West Midlands,2018,Total admissions,1319
695,Southend-On-Sea,West Midlands,2018,Total admissions,709
696,Suffolk,West Midlands,2018,Total admissions,10009
697,Thurrock,West Midlands,2018,Total admissions,942
698,City Of London,London,2018,Total admissions,36
699,Barking And Dagenham,London,2018,Total admissions,2078
700,Barnet,London,2018,Total admissions,1941
701,Bexley,London,2018,Total admissions,1726
702,Brent,London,2018,Total admissions,3436
703,Bromley,London,2018,Total admissions,1688
704,Camden,London,2018,Total admissions,927
705,Croydon,London,2018,Total admissions,2702
706,Ealing,London,2018,Total admissions,3748
707,Enfield,London,2018,Total admissions,2597
708,Greenwich,London,2018,Total admissions,1599
709,Hackney,London,2018,Total admissions,3481
710,Hammersmith And Fulham,London,2018,Total admissions,1406
711,Haringey,London,2018,Total admissions,2079
712,Harrow,London,2018,Total admissions,2604
713,Havering,London,2018,Total admissions,2279
714,Hillingdon,London,2018,Total admissions,2641
715,Hounslow,London,2018,Total admissions,1437
716,Islington,London,2018,Total admissions,1747
717,Lambeth,London,2018,Total admissions,2634
718,Lewisham,London,2018,Total admissions,1796
719,Merton,London,2018,Total admissions,1011
720,Newham,London,2018,Total admissions,2061
721,Redbridge,London,2018,Total admissions,1949
722,Richmond Upon Thames,London,2018,Total admissions,660
723,Southwark,London,2018,Total admissions,2790
724,Sutton,London,2018,Total admissions,1186
725,Tower Hamlets,London,2018,Total admissions,1667
726,Waltham Forest,London,2018,Total admissions,1743
727,Wandsworth,London,2018,Total admissions,1354
728,Kensington And Chelsea,London,2018,Total admissions,733
729,Kingston Upon Thames,London,2018,Total admissions,870
730,Westminster,London,2018,Total admissions,1298
731,Bracknell Forest,South East,2018,Total admissions,883
732,Brighton And Hove,South East,2018,Total admissions,2395
733,Buckinghamshire,South East,2018,Total admissions,4553
734,East Sussex,South East,2018,Total admissions,4191
735,Hampshire,South East,2018,Total admissions,12436
736,Isle Of Wight,South East,2018,Total admissions,2118
737,Kent,South East,2018,Total admissions,14269
738,Medway,South East,2018,Total admissions,4173
739,Milton Keynes,South East,2018,Total admissions,2870
740,Oxfordshire,South East,2018,Total admissions,3831
741,Portsmouth,South East,2018,Total admissions,2239
742,Reading,South East,2018,Total admissions,741
743,Windsor And Maidenhead,South East,2018,Total admissions,2035
744,Slough,South East,2018,Total admissions,2884
745,Southampton,South East,2018,Total admissions,5690
746,Surrey,South East,2018,Total admissions,6115
747,West Berkshire,South East,2018,Total admissions,741
748,Wokingham,West Sussex,2018,Total admissions,577
749,Bath And North East Somerset,South West,2018,Total admissions,1490
750,Poole,South West,2018,Total admissions,2411
751,Bournemouth,South West,2018,Total admissions,4102
752,Bristol,South West,2018,Total admissions,8775
753,Cornwall,South West,2018,Total admissions,13695
754,Devon,South West,2018,Total admissions,7439
755,Dorset,South West,2018,Total admissions,5583
756,Gloucestershire,South West,2018,Total admissions,5347
757,Isles Of Scilly,South West,2018,Total admissions,36
758,North Somerset,South West,2018,Total admissions,3095
759,Plymouth,South West,2018,Total admissions,2463
760,Somerset,South West,2018,Total admissions,6771
761,South Gloucestershire,South West,2018,Total admissions,5055
762,Swindon,South West,2018,Total admissions,2977
763,Torbay,South West,2018,Total admissions,2969
764,Wiltshire,South West,2018,Total admissions,5042
765,Darlington,North East,2019,Total admissions,645
766,County Durham,North East,2019,Total admissions,3700
767,Gateshead,North East,2019,Total admissions,1915
768,Hartlepool,North East,2019,Total admissions,1220
769,Middlesbrough,North East,2019,Total admissions,880
770,Newcastle Upon Tyne,North East,2019,Total admissions,1985
771,North Tyneside,North East,2019,Total admissions,2745
772,Northumberland,North East,2019,Total admissions,4500
773,Redcar And Cleveland,North East,2019,Total admissions,875
774,South Tyneside,North East,2019,Total admissions,1025
775,Stockton-On-Tees,North East,2019,Total admissions,2120
776,Sunderland,North East,2019,Total admissions,2800
777,Blackburn With Darwen,North West,2019,Total admissions,3390
778,Blackpool,North West,2019,Total admissions,2425
779,Bolton,North West,2019,Total admissions,2170
780,Bury,North West,2019,Total admissions,2015
781,Cheshire East,North West,2019,Total admissions,5605
782,Cheshire West And Chester,North West,2019,Total admissions,5080
783,Cumbria,North West,2019,Total admissions,5245
784,Halton,North West,2019,Total admissions,1815
785,Knowsley,North West,2019,Total admissions,2135
786,Lancashire,North West,2019,Total admissions,18185
787,Liverpool,North West,2019,Total admissions,5990
788,Manchester,North West,2019,Total admissions,7055
789,Oldham,North West,2019,Total admissions,2790
790,Rochdale,North West,2019,Total admissions,2670
791,Salford,North West,2019,Total admissions,6215
792,Sefton,North West,2019,Total admissions,3105
793,St. Helens,North West,2019,Total admissions,2430
794,Stockport,North West,2019,Total admissions,6225
795,Tameside,North West,2019,Total admissions,2390
796,Trafford,North West,2019,Total admissions,3225
797,Warrington,North West,2019,Total admissions,2000
798,Wigan,North West,2019,Total admissions,8915
799,Wirral,North West,2019,Total admissions,11300
800,Yorkshire And The Humber,North West,2019,Total admissions,73575
801,Barnsley,North West,2019,Total admissions,1630
802,Calderdale,North West,2019,Total admissions,2810
803,Bradford,North West,2019,Total admissions,9980
804,Doncaster,North West,2019,Total admissions,4775
805,East Riding Of Yorkshire,North West,2019,Total admissions,4260
806,Kingston Upon Hull,North West,2019,Total admissions,2415
807,Kirklees,North West,2019,Total admissions,6660
808,Leeds,North West,2019,Total admissions,6810
809,North East Lincolnshire,North West,2019,Total admissions,1680
810,North Lincolnshire,North West,2019,Total admissions,1150
811,Rotherham,North Yorkshire,2019,Total admissions,3910
812,Sheffield,North Yorkshire,2019,Total admissions,5295
813,Wakefield,North Yorkshire,2019,Total admissions,7600
814,York,North Yorkshire,2019,Total admissions,5125
815,Derby,East Midlands,2019,Total admissions,4455
816,Derbyshire,East Midlands,2019,Total admissions,16090
817,Leicester,East Midlands,2019,Total admissions,4040
818,Leicestershire,East Midlands,2019,Total admissions,9705
819,Lincolnshire,East Midlands,2019,Total admissions,9325
820,Northamptonshire,East Midlands,2019,Total admissions,13465
821,Nottingham,East Midlands,2019,Total admissions,8510
822,Nottinghamshire,East Midlands,2019,Total admissions,22540
823,Rutland,East Midlands,2019,Total admissions,380
824,Birmingham,West Midlands,2019,Total admissions,14265
825,Coventry,West Midlands,2019,Total admissions,6515
826,Dudley,West Midlands,2019,Total admissions,6680
827,Herefordshire,West Midlands,2019,Total admissions,1785
828,Sandwell,West Midlands,2019,Total admissions,3910
829,Shropshire,West Midlands,2019,Total admissions,5200
830,Solihull,West Midlands,2019,Total admissions,2505
