,Region,Major region,Year,variable,quantity
4580,Newcastle,North East,2014,"Admissions per 100,000 population: women",1067.1169876401266
3798,Milton Keynes,West Sussex,2014,"Admissions per 100,000 population: men",287.4518933814795
3797,Isle Of Wight,West Sussex,2014,"Admissions per 100,000 population: men",292.01191764374545
3796,Hampshire,West Sussex,2014,"Admissions per 100,000 population: men",250.49960927002994
3795,Buckinghamshire,West Sussex,2014,"Admissions per 100,000 population: men",311.5629685157421
3794,Berkshire West,West Sussex,2014,"Admissions per 100,000 population: men",273.09396856173396
3793,Berkshire East,West Sussex,2014,"Admissions per 100,000 population: men",432.9810056522634
3792,South Central,West Sussex,2014,"Admissions per 100,000 population: men",297.9065164507369
3791,West Kent,South East,2014,"Admissions per 100,000 population: men",300.49756403940177
3790,Surrey,South East,2014,"Admissions per 100,000 population: men",170.80984924805549
3799,Oxfordshire,West Sussex,2014,"Admissions per 100,000 population: men",231.05360443622922
3789,Medway,South East,2014,"Admissions per 100,000 population: men",511.54010109006754
3787,Eastern & Coastal Kent,South East,2014,"Admissions per 100,000 population: men",250.443747416539
3786,East Sussex Downs & Weald,South East,2014,"Admissions per 100,000 population: men",363.7021623088754
3785,Brighton And Hove,South East,2014,"Admissions per 100,000 population: men",386.92814296517645
3784,South East Coast,South East,2014,"Admissions per 100,000 population: men",326.0149902881369
3783,Westminster,London,2014,"Admissions per 100,000 population: men",234.78998348435476
3782,Wandsworth,London,2014,"Admissions per 100,000 population: men",189.72787793055826
3781,Waltham Forest,London,2014,"Admissions per 100,000 population: men",583.1890748220812
3780,Tower Hamlets,London,2014,"Admissions per 100,000 population: men",175.57269239210225
3779,Sutton,London,2014,"Admissions per 100,000 population: men",252.7068288158731
3788,Hastings & Rother,South East,2014,"Admissions per 100,000 population: men",496.1935834692768
3800,Portsmouth,West Sussex,2014,"Admissions per 100,000 population: men",319.66416006316257
3801,Southampton,West Sussex,2014,"Admissions per 100,000 population: men",504.34271807997317
3802,Bath And North East Somerset,South West,2014,"Admissions per 100,000 population: men",401.419512478911
4579,Middlesbrough,North East,2014,"Admissions per 100,000 population: women",356.551636317331
4578,Hartlepool,North East,2014,"Admissions per 100,000 population: women",678.2454361054768
4577,Gateshead,North East,2014,"Admissions per 100,000 population: women",814.1285013389628
4576,Darlington,North East,2014,"Admissions per 100,000 population: women",339.96009164141606
4575,County Durham,North East,2014,"Admissions per 100,000 population: women",530.8869249043258
4728,Swindon,South West,2014,"Admissions per 100,000 population: women",466.74119619899386
4729,Torbay,South West,2014,"Admissions per 100,000 population: women",1125.2151146542722
4730,Wiltshire,South West,2014,"Admissions per 100,000 population: women",757.7461737775668
3815,Wiltshire,South West,2014,"Admissions per 100,000 population: men",388.8758457302627
3814,Torbay,South West,2014,"Admissions per 100,000 population: men",756.2573173432902
3813,Swindon,South West,2014,"Admissions per 100,000 population: men",309.5860100592211
3812,South Gloucestershire,South West,2014,"Admissions per 100,000 population: men",405.5119013917474
3811,Somerset,South West,2014,"Admissions per 100,000 population: men",348.9654427812353
3810,Plymouth,South West,2014,"Admissions per 100,000 population: men",1206.5902623842537
3809,North Somerset,South West,2014,"Admissions per 100,000 population: men",391.93842414421715
3808,Gloucestershire,South West,2014,"Admissions per 100,000 population: men",201.1496212250353
3807,Dorset,South West,2014,"Admissions per 100,000 population: men",285.05988736416276
3806,Devon,South West,2014,"Admissions per 100,000 population: men",564.0377053832949
3805,Cornwall & Isles Of Scilly,South West,2014,"Admissions per 100,000 population: men",948.2944565987736
3804,Bristol,South West,2014,"Admissions per 100,000 population: men",350.1042813957303
3803,Bournemouth & Poole,South West,2014,"Admissions per 100,000 population: men",255.43484887279467
4628,Derby,East Midlands,2014,"Admissions per 100,000 population: women",1857.5186983856993
4629,Derbyshire,East Midlands,2014,"Admissions per 100,000 population: women",678.4220681998329
4630,Leicester,East Midlands,2014,"Admissions per 100,000 population: women",325.37505177785647
4631,Leicestershire,East Midlands,2014,"Admissions per 100,000 population: women",302.0279842864984
4700,Brighton And Hove,South East,2014,"Admissions per 100,000 population: women",688.1119699307501
4699,South East Coast,South East,2014,"Admissions per 100,000 population: women",466.23051037626124
4698,Westminster,London,2014,"Admissions per 100,000 population: women",357.9164613682635
4697,Wandsworth,London,2014,"Admissions per 100,000 population: women",300.85336394426963
4696,Waltham Forest,London,2014,"Admissions per 100,000 population: women",1235.2909445390585
4695,Tower Hamlets,London,2014,"Admissions per 100,000 population: women",326.1404825910408
4694,Sutton,London,2014,"Admissions per 100,000 population: women",536.6869593079141
4693,Southwark,London,2014,"Admissions per 100,000 population: women",485.9800253972612
4692,Richmond Upon Thames,London,2014,"Admissions per 100,000 population: women",183.1196936906942
4701,East Sussex Downs & Weald,South East,2014,"Admissions per 100,000 population: women",509.34739514014075
4691,Redbridge,London,2014,"Admissions per 100,000 population: women",604.0443482735045
4689,Lewisham,London,2014,"Admissions per 100,000 population: women",377.21160651096955
4688,Lambeth,London,2014,"Admissions per 100,000 population: women",473.6045696617952
4687,Kingston,London,2014,"Admissions per 100,000 population: women",327.78095945995346
4686,Kensington And Chelsea,London,2014,"Admissions per 100,000 population: women",254.48149395606453
4685,Islington,London,2014,"Admissions per 100,000 population: women",748.5044268963867
4684,Hounslow,London,2014,"Admissions per 100,000 population: women",290.22310901505534
4683,Hillingdon,London,2014,"Admissions per 100,000 population: women",880.2664590362488
4682,Havering,London,2014,"Admissions per 100,000 population: women",433.5599730949699
4681,Harrow,London,2014,"Admissions per 100,000 population: women",1617.3060794921971
4690,Newham,London,2014,"Admissions per 100,000 population: women",752.6193444058889
4702,Eastern & Coastal Kent,South East,2014,"Admissions per 100,000 population: women",312.4478504768873
4703,Hastings & Rother,South East,2014,"Admissions per 100,000 population: women",693.1661600277687
4704,Medway,South East,2014,"Admissions per 100,000 population: women",727.9971838792064
4725,Plymouth,South West,2014,"Admissions per 100,000 population: women",2563.171035239737
4724,North Somerset,South West,2014,"Admissions per 100,000 population: women",799.2256902185892
4723,Gloucestershire,South West,2014,"Admissions per 100,000 population: women",255.4307730141815
4722,Dorset,South West,2014,"Admissions per 100,000 population: women",413.9537295910911
4721,Devon,South West,2014,"Admissions per 100,000 population: women",862.8082850385925
4720,Cornwall & Isles Of Scilly,South West,2014,"Admissions per 100,000 population: women",1782.4576639166305
4719,Bristol,South West,2014,"Admissions per 100,000 population: women",867.2202841986131
4718,Bournemouth & Poole,South West,2014,"Admissions per 100,000 population: women",500.3253906180034
4717,Bath And North East Somerset,South West,2014,"Admissions per 100,000 population: women",805.8665297512082
4716,Southampton,West Sussex,2014,"Admissions per 100,000 population: women",1499.5073047427272
4715,Portsmouth,West Sussex,2014,"Admissions per 100,000 population: women",610.3924232579203
4714,Oxfordshire,West Sussex,2014,"Admissions per 100,000 population: women",548.8992132968868
4713,Milton Keynes,West Sussex,2014,"Admissions per 100,000 population: women",614.4333731074987
4712,Isle Of Wight,West Sussex,2014,"Admissions per 100,000 population: women",403.22012152998064
4711,Hampshire,West Sussex,2014,"Admissions per 100,000 population: women",487.24303747932146
4710,Buckinghamshire,West Sussex,2014,"Admissions per 100,000 population: women",453.50789488577414
4709,Berkshire West,West Sussex,2014,"Admissions per 100,000 population: women",537.7634183756545
4708,Berkshire East,West Sussex,2014,"Admissions per 100,000 population: women",904.1390656586368
4707,South Central,West Sussex,2014,"Admissions per 100,000 population: women",606.4149049976805
4706,West Kent,South East,2014,"Admissions per 100,000 population: women",333.30831436061237
4705,Surrey,South East,2014,"Admissions per 100,000 population: women",272.6475632888178
4680,Haringey,London,2014,"Admissions per 100,000 population: women",674.2847377047907
3778,Southwark,London,2014,"Admissions per 100,000 population: men",245.39963085183734
4679,Hammersmith And Fulham,London,2014,"Admissions per 100,000 population: women",347.08459651415654
4677,Enfield,London,2014,"Admissions per 100,000 population: women",543.6857336370913
4651,Wolverhampton,West Midlands,2014,"Admissions per 100,000 population: women",1020.7073628820718
4650,Warwickshire,West Midlands,2014,"Admissions per 100,000 population: women",1043.8028941971636
4649,Walsall,West Midlands,2014,"Admissions per 100,000 population: women",1019.663904773019
4648,Telford And Wrekin,West Midlands,2014,"Admissions per 100,000 population: women",848.9569109841963
4647,Stoke-On-Trent,West Midlands,2014,"Admissions per 100,000 population: women",557.5069591445873
4646,South Staffordshire,West Midlands,2014,"Admissions per 100,000 population: women",703.5746385152714
4645,South Birmingham,West Midlands,2014,"Admissions per 100,000 population: women",1318.8032451018626
4644,Solihull,West Midlands,2014,"Admissions per 100,000 population: women",289.392088696796
4643,Shropshire,West Midlands,2014,"Admissions per 100,000 population: women",584.9954478831042
4652,Worcestershire,West Midlands,2014,"Admissions per 100,000 population: women",1544.6015428633011
4642,Sandwell,West Midlands,2014,"Admissions per 100,000 population: women",1133.2058636073932
4640,Herefordshire,West Midlands,2014,"Admissions per 100,000 population: women",257.3505758219134
4639,Heart Of Birmingham,West Midlands,2014,"Admissions per 100,000 population: women",1056.808574467505
4638,Dudley,West Midlands,2014,"Admissions per 100,000 population: women",1528.5185417581727
4637,Coventry,West Midlands,2014,"Admissions per 100,000 population: women",2089.462170928566
4636,Birmingham East & North,West Midlands,2014,"Admissions per 100,000 population: women",491.4379057823553
4635,Nottinghamshire,East Midlands,2014,"Admissions per 100,000 population: women",528.6991433439929
4634,Nottingham,East Midlands,2014,"Admissions per 100,000 population: women",453.84875689233036
4633,Northampton,East Midlands,2014,"Admissions per 100,000 population: women",333.3058422371306
4632,Lincolnshire,East Midlands,2014,"Admissions per 100,000 population: women",742.0156505756127
4641,North Staffordshire,West Midlands,2014,"Admissions per 100,000 population: women",400.50062578222776
4653,East Of England,West Midlands,2014,"Admissions per 100,000 population: women",738.9290784596178
4654,East Of England,West Midlands,2014,"Admissions per 100,000 population: women",738.9290784596178
4655,Bedfordshire,West Midlands,2014,"Admissions per 100,000 population: women",593.6136349515119
4676,Ealing,London,2014,"Admissions per 100,000 population: women",665.0144568360182
4675,Croydon,London,2014,"Admissions per 100,000 population: women",574.6728887422645
4674,City & Hackney,London,2014,"Admissions per 100,000 population: women",593.585522456928
4673,Camden,London,2014,"Admissions per 100,000 population: women",411.6108179537318
4672,Bromley,London,2014,"Admissions per 100,000 population: women",274.47505870544427
4671,Brent,London,2014,"Admissions per 100,000 population: women",1712.335395792068
4670,Bexley,London,2014,"Admissions per 100,000 population: women",453.2685885696766
4669,Barnet,London,2014,"Admissions per 100,000 population: women",403.5981618086412
4668,Barking And Dagenham,London,2014,"Admissions per 100,000 population: women",632.3058363492659
4667,West Essex,West Midlands,2014,"Admissions per 100,000 population: women",759.4834435302514
4666,Suffolk,West Midlands,2014,"Admissions per 100,000 population: women",749.0189497599008
4665,South West Essex,West Midlands,2014,"Admissions per 100,000 population: women",992.0187365319179
4664,South East Essex,West Midlands,2014,"Admissions per 100,000 population: women",396.07663147874274
4663,Peterborough,West Midlands,2014,"Admissions per 100,000 population: women",485.4890335331142
4662,North East Essex,West Midlands,2014,"Admissions per 100,000 population: women",299.1557299587566
4661,Norfolk,West Midlands,2014,"Admissions per 100,000 population: women",656.1781098982539
4660,Mid Essex,West Midlands,2014,"Admissions per 100,000 population: women",467.4515235457063
4659,Luton,West Midlands,2014,"Admissions per 100,000 population: women",1346.1899075234646
4658,Hertfordshire,West Midlands,2014,"Admissions per 100,000 population: women",1074.2553616414455
